"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"cnp_er40d_er40fearrt","cnp_summary",,"text","Median Response Time for ER40 Correct Fear Identifications (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40haprt","cnp_summary",,"text","Median Response Time for ER40 Correct Happy Identifications (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40noert","cnp_summary",,"text","Median Response Time for ER40 Correct No Emotion Identifications (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40sadrt","cnp_summary",,"text","Median Response Time for ER40 Correct Sad Identifications (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpart","cnp_summary",,"text","Median Response Time for ER40 False Positive Anger Responses (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpfrt","cnp_summary",,"text","Median Response Time for ER40 False Positive Fear Responses (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fphrt","cnp_summary",,"text","Median Response Time for ER40 False Positive Happy Responses (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpnrt","cnp_summary",,"text","Median Response Time for ER40 False Positive No Emotion Responses (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpsrt","cnp_summary",,"text","Median Response Time for ER40 False Positive Sad Responses (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_pcet_pcetcr","cnp_summary","Penn Conditional Exclusion Test Form A (PCET)","text","PCET Number Correct Responses",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcetrtcr","cnp_summary",,"text","Median Response Time for PCET Correct Responses (ms)",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcetrtcr_zscore","cnp_summary",,"text","Median Response Time for PCET Correct Responses, z-score",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pceter","cnp_summary",,"text","PCET Number Incorrect Responses",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcetrter","cnp_summary",,"text","Median Response Time for PCET Incorrect Responses (ms)",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_per_er","cnp_summary",,"text","PCET Number of Perseverative Errors",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_per_res","cnp_summary",,"text","PCET Perseverative Errors Plus Correct Perseverative Responses",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_eff","cnp_summary",,"text","PCET Efficiency = PCET_ACC/log(PCETRTCR)",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_num","cnp_summary",,"text","Total Number of Trials",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_cat","cnp_summary",,"text","Number of PCET Categories Achieved",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_cat1_tr","cnp_summary",,"text","Number of Trials Required to Achieve Category 1",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_cat2_tr","cnp_summary",,"text","Number of Trials Required to Achieve Category 2",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_cat3_tr","cnp_summary",,"text","Number of Trials Required to Achieve Category 3",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_acc","cnp_summary",,"text","PCET Accuracy = PCET_CAT * PCETCR/(PCETCR +PCETER)",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_acc2","cnp_summary",,"text","PECT Accuracy2 = (PCET_CAT+1)*PCETCR/(PCETCR+PCETER)",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_pcet_pcet_acc2_zscore","cnp_summary",,"text","PECT Accuracy2, z-score",,,"number",,,,"[cnp_instruments(pcet)]='1'",,,,,
"cnp_medf36_medf36_hap_cr","cnp_summary","Measured Emotion Differentiation Task 36 Items (MEDF36)","text","Correct Responses for Measured Emodiff Happy Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_sad_cr","cnp_summary",,"text","Correct Responses for Measured Emodiff Sad Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_ang_cr","cnp_summary",,"text","Correct Responses for Measured Emodiff Angry Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_fear_cr","cnp_summary",,"text","Correct Responses for Measured Emodiff Fear Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_hap_rtcr","cnp_summary",,"text","Median Response Time for Correct Measured Emodiff Happy Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_sad_rtcr","cnp_summary",,"text","Median Response Time for Correct Measured Emodiff Sad Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_ang_rtcr","cnp_summary",,"text","Median Response Time for Correct Measured Emodiff Angry Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_fear_rtcr","cnp_summary",,"text","Median Response Time for Correct Measured Emodiff Fear Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_hap_rter","cnp_summary",,"text","Median Response Time for Incorrect Measured Emodiff Happy Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_sad_rter","cnp_summary",,"text","Median Response Time for Incorrect Measured Emodiff Sad Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_ang_rter","cnp_summary",,"text","Median Response Time for Incorrect Measured Emodiff Angry Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_fear_rter","cnp_summary",,"text","Median Response Time for Incorrect Measured Emodiff Fear Trials (ms)",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_same_cr","cnp_summary",,"text","Correct Responses for Measured Emodiff No Difference Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_same_rtcr","cnp_summary",,"text","Median Response Time for Correct Measured Emodiff No Difference Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_ns_cr","cnp_summary",,"text","Total Correct Emotion Differentiation Test Trials, Excluding Same Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_ns_rtcr","cnp_summary",,"text","Median Response Time for Correct Emotion Differentiation Test Trials, Excluding Same Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_a","cnp_summary",,"text","Total Correct Measured Emodiff Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_a_zscore","cnp_summary",,"text","Total Correct Measured Emodiff Trials, z-score",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_t","cnp_summary",,"text","Median Response Time for All Measured Emodiff Trials",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_medf36_medf36_t_zscore","cnp_summary",,"text","Median Response Time for All Measured Emodiff Trials, z-score",,,"number",,,,"[cnp_instruments(medf36)]='1'",,,,,
"cnp_pvoc_pvoc1","cnp_summary","Penn Vocabulary Test (PVOC)","text","PVOC Correct Responses for Items 1-10",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc2","cnp_summary",,"text","PVOC Correct Responses for Items 11-20",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc3","cnp_summary",,"text","PVOC Correct Responses for Items 21-30",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc4","cnp_summary",,"text","PVOC Correct Responses for Items 31-40",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc5","cnp_summary",,"text","PVOC Correct Responses for Items 41-50",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoccr","cnp_summary",,"text","PVOC Total Correct Responses",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvocnr","cnp_summary",,"text","PVOC Total Non-Responses",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc1rtcr","cnp_summary",,"text","Median Response Time for correct PVOC1 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc2rtcr","cnp_summary",,"text","Median Response Time for correct PVOC2 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc3rtcr","cnp_summary",,"text","Median Response Time for correct PVOC3 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc4rtcr","cnp_summary",,"text","Median Response Time for correct PVOC4 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc5rtcr","cnp_summary",,"text","Median Response Time for correct PVOC5 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvocrtcr","cnp_summary",,"text","Median Response Time for correct PVOC (All Trials) (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc1rter","cnp_summary",,"text","Median Response Time for incorrect PVOC1 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc2rter","cnp_summary",,"text","Median Response Time for incorrect PVOC2 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc3rter","cnp_summary",,"text","Median Response Time for incorrect PVOC3 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc4rter","cnp_summary",,"text","Median Response Time for incorrect PVOC4 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvoc5rter","cnp_summary",,"text","Median Response Time for incorrect PVOC5 Trials (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvoc_pvocrter","cnp_summary",,"text","Median Response Time for incorrect PVOC (All Trials) (ms)",,,"number",,,,"[cnp_instruments(pvoc)]='1'",,,,,
"cnp_pvrt_pvrtcr","cnp_summary","Penn Logical Reasoning Test Short Version (PVRT)","text","Correct Responses for SPVRT",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_pvrt_pvrt_pc","cnp_summary",,"text","Percent Correct for SPVRT",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_pvrt_pvrtrtto","cnp_summary",,"text","All Responses Median Response Time (ms) for SPVRT",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_pvrt_pvrtrtcr","cnp_summary",,"text","SPVRT Median Response Time for Correct Responses (ms)",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_pvrt_pvrtrter","cnp_summary",,"text","SPVRT Median Response Time for Incorrect Responses (ms)",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_pvrt_pvrt_eff","cnp_summary",,"text","PVRT Efficiency = PVRT_PC/log(PVRTRTCR)",,,"number",,,,"[cnp_instruments(pvrt)]='1'",,,,,
"cnp_svdelay_svt_ld","cnp_summary","Visual Object Learning Test Delayed Short Version (SVDELAY)","text","SVOLTD Total Correct",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svtldrtc","cnp_summary",,"text","Median Response Time for SVOLTD Correct Responses (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svtldrter","cnp_summary",,"text","Median Response Time for SVOLTD Incorrect Responses (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldtp","cnp_summary",,"text","SVOLTD True Positive Responses",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldtn","cnp_summary",,"text","SVOLTD True Negative Responses",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldfp","cnp_summary",,"text","SVOLTD False Positive Responses",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldfn","cnp_summary",,"text","SVOLTD False Negative Responses",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldtprt","cnp_summary",,"text","SVOLTD True Positive Median Response Time (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldtnrt","cnp_summary",,"text","SVOLTD True Negative Median Response Time (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldfprt","cnp_summary",,"text","SVOLTD False Positive Median Response Time (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_ldfnrt","cnp_summary",,"text","SVOLTD False Negative Median Response Time (ms)",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"cnp_svdelay_svt_effd","cnp_summary",,"text","Short VOLT Delay Efficiency",,,"number",,,,"[cnp_instruments(svdelay)]='1'",,,,,
"ssaga_youth_missing","ssaga_youth",,"yesno","Is this record permanently missing?",,"Select ""Yes"" if this instrument was not collected, was lost, or is otherwise permanently missing. Set to ""No"" or leave unset if this record exists.",,,,,,,,,,
"ssaga_youth_missing_why","ssaga_youth",,"dropdown","Why is this record permanently missing?","NOT_COLLECTED, Data were not collected | NOT_SAVED, Not saved on laptop | OTHER, Other",,,,,,"[ssaga_youth_missing] = '1'","y",,,,
"ssaga_youth_missing_why_other","ssaga_youth",,"notes","What is the ""Other"" reason why this record is missing?",,,,,,"y","[ssaga_youth_missing_why] = 'OTHER'","y",,,,
"ssaga_youth_record_id","ssaga_youth",,"text","Record ID",,,,,,"y","[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_date","ssaga_youth",,"text","Date of Test",,,,,,"y","[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_age","ssaga_youth",,"text","Age at Youth SSAGA",,,"number",0,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_dotest","ssaga_youth","Copied Fields","text","Recorded Date of Test",,,,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_al1a","ssaga_youth",,"text","Never Had One Drink",,"ssaga_youth_al1a",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_al1ageons","ssaga_youth",,"text","Age of Onset",,"ssaga_youth_al1ageons",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as10a","ssaga_youth",,"text","How Many Times Hurt Animals",,"ssaga_youth_as10a",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as11","ssaga_youth",,"text","Ever Told A Lot Of Lies",,"ssaga_youth_as11",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as14","ssaga_youth",,"text","More Than Once Steal Money From From Family/Friends",,"ssaga_youth_as14",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as14b","ssaga_youth",,"text","More Than Once Shoplift or Steal From Others",,"ssaga_youth_as14b",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as15","ssaga_youth",,"text","Ever Break Into Other People's Property",,"ssaga_youth_as15",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as16","ssaga_youth",,"text","Ever Used Force to Take Money/Property",,"ssaga_youth_as16",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as17a","ssaga_youth",,"text","Ever Set Fire W/ Intention of Damage",,"ssaga_youth_as17a",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as18b","ssaga_youth",,"text","Ever Damage Property Before 15 y.o.",,"ssaga_youth_as18b",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as19","ssaga_youth",,"text","Ever Physically Injured Someone On Purpose",,"ssaga_youth_as19",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao11","ssaga_youth",,"text","Age, Used An Alias to Take Advantage of Someone",,"ssaga_youth_as1_ao11",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao11dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao11dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao15","ssaga_youth",,"text","Age, Break Into Other  People's Property",,"ssaga_youth_as1_ao15",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao15dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao15dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao16","ssaga_youth",,"text","Age, Use Force to Take Money/Property",,"ssaga_youth_as1_ao16",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao16dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao16dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao17","ssaga_youth",,"text","Age, Set Fires",,"ssaga_youth_as1_ao17",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao17dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao17dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao18","ssaga_youth",,"text","Age, Damage Other's Property",,"ssaga_youth_as1_ao18",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao18dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao18dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao19","ssaga_youth",,"text","Age, Physically Injure Someone",,"ssaga_youth_as1_ao19",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao19dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao19dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao20","ssaga_youth",,"text","Age, Injure Someone W/ Weapon",,"ssaga_youth_as1_ao20",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as1_ao20dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as1_ao20dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as20","ssaga_youth",,"text","Ever Use Weapon to Injure Someone",,"ssaga_youth_as20",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2a","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2a",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao11","ssaga_youth",,"text","Age, when you first told a lot of lies",,"ssaga_youth_as2_ao11",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao11dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao11dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao15","ssaga_youth",,"text","Age, Break Into Property, Under Influence",,"ssaga_youth_as2_ao15",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao15dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao15dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao16","ssaga_youth",,"text","Age Use Force to Take Money/Property Under Influence",,"ssaga_youth_as2_ao16",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao16dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao16dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao17","ssaga_youth",,"text","Age Set Fires Under Influence",,"ssaga_youth_as2_ao17",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao17dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao17dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao18","ssaga_youth",,"text","Age, Damage Other's Property Under Influence",,"ssaga_youth_as2_ao18",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao18dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao18dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao19","ssaga_youth",,"text","Age, Physically Injure Someone Under Influence",,"ssaga_youth_as2_ao19",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao19dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao19dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao20","ssaga_youth",,"text","Age, Injure Someone W/ Weapon Under Influence",,"ssaga_youth_as2_ao20",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2_ao20dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_as2_ao20dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as2b","ssaga_youth",,"text","Ever been expelled from school",,"ssaga_youth_as2b",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as6b","ssaga_youth",,"text","Start a physical fight 3 or more times (other than siblings)",,"ssaga_youth_as6b",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_as9","ssaga_youth",,"text","People complained you were a bully",,"ssaga_youth_as9",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_asa1_ao14","ssaga_youth",,"text","Age, steal from friends, family, or relatives (alc/drg related)",,"ssaga_youth_asa1_ao14",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_asa1_ao14dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_asa1_ao14dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_asa2_ao14","ssaga_youth",,"text","Age, first steal from friends, family, or relatives (alc/drg related)",,"ssaga_youth_asa2_ao14",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_asa2_ao14dk","ssaga_youth",,"text","Was it when you were under:",,"ssaga_youth_asa2_ao14dk",,,,,"[ssaga_youth_missing] != '1'",,,,,
"ssaga_youth_asa_ao2","ssaga_youth",,"text","Age, suspended from school",,"ssaga_youth_asa_ao2",,,,,"[ssaga_youth_missing] != '1'",,,,,
